שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501147473,"חניות עבור עובדי ועדת ערר, תל אביב",12-21-15,12-31-16,0040148536,אחוזות החוף בע'מ,208206.04,ILS,0,פטור ממכרז,573451,תקנה 3(14א)(א) - זכויות במקרקעין-מיקום מיוחד או תכונה ייחודי,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501147521,אוטובוסים לכנס הנהלה מורחב,12-21-15,01-31-16,0040010480,"מסיעי אריה שאשא בע""מ",2964.01,ILS,0,תקנה 14ב - מכרז מרכזי,537423,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501147707,ציוד משקי סיעוד חיפה,12-21-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",781.92,ILS,707.27,תקנה 1ב - מכרז פומבי רגיל,551459,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501147717,ציוד משרדי סיעוד חיפה,12-21-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4994.7299999999996,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501147753,ציוד משרדי מתש רחובות,12-21-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3259.87,ILS,3011.95,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501147813,הזמנת מדפסות למדבקות ברקוד,12-21-15,,0040001244,"דנגוט מחשבים בע""מ",11641.5,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501147885,"שפוץ לשכת ת""א",12-21-15,,0040004927,"מחצית היובל בע""מ",58839.3,ILS,0,פטור ממכרז,519919,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110112,הוצאות מחשוב,4501148186,רכישת מדפסות לצורכי הרשות,12-22-15,07-31-16,0040001244,"דנגוט מחשבים בע""מ",33156.160000000003,ILS,0,תקנה 14ב - מכרז מרכזי,543274,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110112,הוצאות מחשוב,4501148207,רכישת מדפסות לצורכי הרשות,12-22-15,07-31-16,0040001247,"הראל טכנולוגיות מידע בע""מ",99145.8,ILS,0,תקנה 14ב - מכרז מרכזי,543274,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501149080,רכישת התוכנה DATA PROTECTOR,12-23-15,,0040001148,"דורקום מחשבים בע""מ",15678,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150061,"יום גיבוש עבור עובדי לשכת חולון ""דיאלוג בחשיכה""",12-23-15,,0040009647,מוזיאון הילדים חולון,1300,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150076,מקרן עבור לשכת בני ברק,12-23-15,06-10-16,0040372751,"אי.וי. קום בע""מ",3179.83,ILS,0,תקנה 14ב - מכרז מרכזי,528914,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501150273,מצלמה וציוד למנהל אכיפה,12-24-15,,0041055221,"016 תקשורת בע""מ",44111.34,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150332,שירותי מנעולן עבור לשכה ראשון לציון,12-24-15,12-31-16,0041109523,שהרבני צדוק,20182.5,ILS,0,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150453,"דמי ניהול לשנת 2016, לשכת בני ברק",12-24-15,12-31-16,0041114762,"מיקדן מגדלי שקל בע""מ",120042,ILS,0,תקנה 14ב - מכרז מרכזי,550543,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150493,"תחזוקה פנימית וחיצונית לשנת 2016, לשכת צפת",12-24-15,12-31-16,0040243011,"ב.ש. צפת אחזקות בע""מ",61200.36,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150526,"תחזוקת מבנה לשנת 2016, לשכת חדרה",12-24-15,12-31-16,0040236326,"גל-איליי בע""מ",145475.48000000001,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150545,"תחזוקת מבנה לשנת 2016, לשכת עפולה",12-24-15,12-31-16,0040003712,"חסון מ.ש. שדרה (1993) בע""מ",65452.58,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150563,"תחזוקת מבנה לשנת 2016, לשכת עכו",12-24-15,12-31-16,0040969515,"א.ג.א. החזקות ( קניון עכו) , שותפות",119094.3,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150615,"תחזוקת מבנה לשנת 2016, לשכת כרמיאל",12-24-15,12-31-16,0040346398,"מרכז הנצנים (1818) בע""מ",14742,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150646,"תחזוקה לשנת 2016, לשכת מעלה אדומים",12-24-15,12-31-16,0040262563,"מרכזי מסחר (אזו-ריט) בע""מ",8536.32,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501150687,"חיוב שירותי תחזוקה ליח' ארבל, לשנת 2016",12-24-15,,0010000173,המדפיס הממשלתי,122000,ILS,0,התקשרות עם גופים ממשלתיים,,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150691,ציוד טקטי לנשקים פקחי אכיפה,12-24-15,,0040010381,"להב בע""מ",3492.45,ILS,0,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150706,"תחזוקה לשנת 2016, לשכת כפר סבא",12-24-15,12-31-16,0040003218,פוגץ ובניו בעמ,154440,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150891,"תחזוקה לשנת 2016, לשכת נתניה",12-24-15,12-31-16,0040242925,"נכסי אריאל-בית רמז, ניהול בע""מ",177622.68,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150911,"תחזוקה לשנת 2016, לשכת אשדוד",12-24-15,12-31-16,0040003278,"אורן - הסלע בניה והשקעות בע""מ",129683.28,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501150941,"תחזוקה לשנת 2016, מגדל העיר, אגף מערכות מידע",12-24-15,12-31-16,0040004287,שירותי מגדל העיר בירושלים (1980) בע,154552.32000000001,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501151000,"תחזוקה לשנת 2016, ועדת השגה, גבעת שאול, י-ם",12-24-15,12-31-16,0040003392,"רמגור השקעות בע""מ",36054.720000000001,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501151049,עבור הקמת חדר הדרכה,12-24-15,06-16-16,0040328129,"ד.מ. (3000) הנדסה בע""מ",22936.25,ILS,0,תקנה 14ב - מכרז מרכזי,528914,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501151301,"תחזוקת מבנה ה- RSD , רח' סלאמה 53, תל אביב",12-27-15,12-31-16,0040006155,מ.א. נתנאל חברה לבנין ולעבודות ציבו,399262.52,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501151309,תחזוקת מבנה בעומר עבור יח' האכיפה,12-27-15,12-31-16,0040001210,"מטריקס אי.טי. אינטגרציה ותשתיות בע""",221761.8,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501151331,"תחזוקה לשנת 2016, מת""ש פתח תקוה",12-27-15,12-31-16,0040007168,"נכסי אריאל - ב.א. פתח תקוה, ניהול ב",36894.120000000003,ILS,8748.35,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501151533,שירותי המרת כספים בגשר אלנבי,12-27-15,12-31-16,0040223381,"מילגם שירותים לעיר בע""מ",154440,ILS,0,פטור ממכרז,574179,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501151559,"תחזוקה לשנת 2016, מת""ש רחובות",12-27-15,12-31-16,0040005387,"אביליה השקעות ונכסים בע""מ",30389.58,ILS,8833.5300000000007,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501151559,"תחזוקה לשנת 2016, מת""ש רחובות",12-27-15,12-31-16,0040005387,"אביליה השקעות ונכסים בע""מ",11835.72,ILS,3440.36,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501151576,איתור דיור ללשכת האוכלוסין שתוקם בקריות,12-27-15,,0010000192,מינהל הדיור הממשלתי,76050,ILS,0,התקשרות עם גופים ממשלתיים,,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501151608,"תחזוקה לשנת 2016, מת""ש באר שבע",12-27-15,12-31-16,0040819767,"בן שמחון גיא בע""מ",32568.04,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501151664,"תחזוקה לשנת 2016, ביקורת גבולות, מטה אשכול, אילת",12-27-15,12-31-16,0040009569,זינגי אליהו,14945.58,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501151773,"תחזוקה לשנת 2016, אכיפה מחוז חיפה",12-27-15,12-31-16,0040541742,ירמיהו עיני חברה לבנין בעמ,153738,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501151775,תשלום הוראות חיוב אוצר,12-27-15,,0010000025,משרד האוצר,147026,ILS,147026,התקשרות עם גופים ממשלתיים,99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501152509,"רכישת מברקים רגילים בתוך הארץ, דואר ישראל",12-28-15,,0040412859,"חברת דואר ישראל בע""מ-מברקים",2977.65,ILS,482.47,פטור ממכרז,ספק יחיד,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501152554,כנס תוכניות עבודה למנהלים לשנת 2016,12-28-15,,0040158741,"מקום. ערכים ויוזמות - אדם בנוף בע""מ",122288.4,ILS,0,תקנה 14ב - מכרז מרכזי,553647,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501152812,חניות מתש פת,12-28-15,,0040254961,"יאיר השחר- חניונים בע""מ",25272,ILS,0,תקנה 1ב - מכרז פומבי רגיל,הצעות מחיר,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501152867,"תחזוקה לשנת 2016, לשכת נצרת עילית",12-28-15,12-31-16,0040211092,"סיטי 1 בע""מ",132930.72,ILS,34014.15,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501152883,"תחזוקה לשנת 2016, לשכת אילת",12-28-15,12-31-16,0040139427,מרכז עירוני ניהול ואחזקה (אילת) 990,34581.800000000003,ILS,0,תקנה 14ב - מכרז מרכזי,מנהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501152939,הסמכת איזו 9001,12-28-15,,0040001161,"מתודה מחשבים בע""מ",49514.400000000001,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
