שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים"
2014,C0023103948,טיפול בקטינים נפגעי,51996,
2014,C0023104005,השתתפות בתוכניות לילדים,2100,
2014,C0023104020,"תוכנית ""אשלים"" בשיתוף",45850,
2014,C0023104030,תוכניות משותפות לטיפול,383038,
2014,C0023104210,רכישת שירותי פיקוח על,972,
2014,C0023104241,השתתפות בהחזקת זקנים,370539,
2014,C0023104331,השתתפות בפעולות,6361,
2014,C0023104341,השתתפות בשרותים,104869,
2014,C0023104344,סיוע לזקן בקהילה כולל,49099,
2014,C0023104351,שכונות תומכות לקשיש,25019,
2014,C0023105104,סידור ילדים לאימוץ,28220,
2014,C0023105105,טיפול ואבחון ילדי,6802,
2014,C0023107204,שיקום שכונות,2564,
2014,C0023107242,הערכות ארצית בעבודה,606,
2014,C0023107244,לכידות קהילתית - ישובי,700,
2014,C0023107310,תוכנית חומש לקליטת בני,6228,
2014,C0023107312,עובדים שכונתיים לטיפול,13764,
2014,C0023107323,פיתוח תוכניות לטיפול,724,
2014,C0023108211,מסגרות קהילתיות לילדים,98,
2014,C0023111006,קציני מבחן יישום שינוי,16384,
2014,C0023112312,חוקרי ילדים תיפעול,5762,
2014,C0023112320,"תוכניות טיפול, אבחון",14370,
2014,C0023112321,השתתפות המשרד לבטחון,-1200,
2014,C0023112421,השתתפות במשרדהבריאות,7400,
2014,C0023112426,שרותי מבחן-מבוגרים,22545,
2014,C0023112506,טיפול קהילתי בנפגעי,62797,
2014,C0023112512,השתתפות משרד הבריאות,-3218,
2014,C0023112518,טיפול במכורים במסגרות,68068,
2014,C0023113441,השתתפות בהוצאות החזקה,42176,
2014,C0023113442,תוכניות לטיפול באלימות,2475,
2014,C0023116402,אבחון וטיפול בנוער,40105,
2014,C0023116415,נוער חרדי מנותק -,43924,
2014,C0023116416,נוער חרדי מנותק -,7200,
2014,C0023116542,טיפול בנערות במצוקה,99584,
2014,C0023116550,מרכז טיפול לנפגעות,983,
2014,C0023116554,תמיכה בשירותי טיפול,8344,
2014,C0023116559,מקלט לקורבנות סחר,7782,
2014,C0023116603,סידור במעונות חסות (794,233702,
2014,C0023116605,חוסים בפנימיות -,562,
2014,C0023116609,"מסגרת משולבת עם ברה""נ",2120,
2014,C0023117104,"אחזקה, תפעול והפעלת",80044,
2014,C0023117111,הכשרה הדרכה ואיבחון,4910,
2014,C0023120301,שיפוצים והצטיידות -,1900,
2014,C0023120302,שיפוצים והצטיידות,252,
2014,C0023120303,תמיכות לשיפוצים,838,
2014,C0023120405,השתתפות בשפוצים,6256,
2014,C0023120501,"השתתפות בשיפוצים, בניה",39300,
2014,C0023120502,תמיכה בשיפוצים,2448,
2014,C0023120506,שיפוצים בניה והצטיידות,576,
2014,C0023120901,תמיכה בשיפוצים,1038,
2014,C0023121003,תמיכה בשיפוצים,414,
2014,C0024040360,תפעול וקורסי הכשרה,8450,
2014,C0024040922,השתתפות משרד הקליטה,-9980,
2014,C0024044301,שיא כח אדם,478,
2014,C0024101101,שיא כח אדם-,53167,
2014,C0024101107,חודשי עבודה,2194,
2014,C0024101108,כוננויות,1549,
2014,C0024101109,שעות נוספות,2969,
2014,C0024101191,החזר הוצאות רכב,1420,
2014,C0024102101,שיא כח אדם-,188836,
2014,C0024102108,כוננויות,5164,
2014,C0024102109,שעות נוספות,6584,
2014,C0024102601,שיא כח אדם -,109097,
2014,C0024102602,פרמיות ושכר עידוד,5830,
2014,C0024102607,חודשי עבודה,4129,
2014,C0024102608,כוננויות,3085,
2014,C0024102609,שעות נוספות,3872,
2014,C0024102691,החזר הוצאות רכב,1766,
2014,C0024102709,שיא כח אדם,5388,
2014,C0024102714,שעות נוספות,182,
2014,C0024102759,הפחתות ממכירת שרותי,-5304,
2014,C0024103401,שיא כח אדם-,128322,
2014,C0024103407,חודשי עבודה,2582,
2014,C0024103408,כוננויות,4002,
2014,C0024103409,שעות נוספות,5615,
2014,C0024103509,"שיא כ""א",2822,
2014,C0024103510,שעות נוספות,70,
2014,C0024103601,שיא כח אדם-,44720,
2014,C0024103607,חודשי עבודה,2866,
2014,C0024103608,כוננויות,3442,
2014,C0024103609,שעות נוספות,4226,
2014,C0024130601,שיא כח אדם-,139704,
2014,C0024130602,פרמיות ושכר עידוד,3774,
2014,C0024130605,עבודה בלתי צמיתה,2274,
2014,C0024130606,שעות נוספות,5542,
2014,C0024130609,כוננויות,5658,
2014,C0024130701,שיא כח אדם-,7310,
2014,C0024131401,שיא כח אדם-,1274,
2014,C0024131501,שיא כח אדם-,2278,
2014,C0024131601,שיא כח אדם -,119088,
2014,C0024131602,פרמיות ושכר עידוד,3112,
2014,C0024131605,עבודה בלתי צמיתה,4244,
2014,C0024131606,שעות נוספות,9906,
2014,C0024131609,כוננויות,5304,
2014,C0024131692,החזר הוצאות רכב,4244,
2014,C0024131703,"שיא כ""א עובדים",2832,
2014,C0024132101,שיא כח אדם-,182796,
2014,C0024132102,פרמיות ושכר עידוד,5190,
2014,C0024132105,עבודה בלתי צמיתה,2124,
2014,C0024132106,שעות נוספות,11556,
2014,C0024132109,כוננויות,7074,
2014,C0024132201,שיא כח אדם-,6708,
2014,C0024132210,שעות נוספות,60,
2014,C0024132601,שיא כח אדם-,134576,
2014,C0024132602,פרמיות ושכר עידוד,3116,
2014,C0024132605,עבודה בלתי צמיתה,3654,
2014,C0024132606,שעות נוספות,5660,
2014,C0024132609,כוננויות,3774,
2014,C0024132701,שיא כח אדם,10496,
2014,C0024132710,שעות נוספות,70,
2014,C0024132901,שיא כח אדם-,1612,
2014,C0024133601,שיא כח אדם-,144740,
2014,C0024133605,עבודה בלתי צמיתה,3300,
2014,C0024133606,שעות נוספות,8492,
2014,C0024133609,כוננויות,5422,
2014,C0024133701,שיא כוח אדם-,8064,
2014,C0024133710,עבודה בלתי צמיתה,2056,
2014,C0024133711,שעות נוספות,570,
2014,C0024133712,כוננויות,456,
2014,C0024134110,עבודה בלתי צמיתה,2,
2014,C0024134301,שיא כח אדם -,22814,
2014,C0024134305,עבודה בלתי צמיתה,244,
2014,C0024134306,שעות נוספות,354,
2014,C0024134309,כוננויות,1372,
2014,C0024134401,שיא כוח אדם-,23738,
2014,C0024134410,עבודה בלתי צמיתה,122,
2014,C0024134601,שיא כח אדם-,181964,
2014,C0024134605,עבודה בלתי צמיתה,6014,
2014,C0024134606,שעות נוספות,8138,
2014,C0024134609,כוננויות,9078,
2014,C0024134680,הערכות מסוכנות,7188,
2014,C0024134681,השתתפות משרד הרווחה,-6400,
2014,C0024134801,שיא כח אדם-,3964,
2014,C0024134810,שעות נוספות,44,
2014,C0024135201,"שיא כ""א-",12220,
2014,C0024135210,שעות נוספות,44,
2014,C0024135601,שיא כח אדם-,20110,
2014,C0024135605,עבודה בלתי צמיתה,4008,
2014,C0024135606,שעות נוספות,590,
2014,C0024135609,כוננויות,354,
2014,C0024135616,"השתתפות המשרד לבט""פ",-4200,
2014,C0024136201,שיא כח אדם-,5358,
2014,C0024136210,שעות נוספות,66,
2014,C0024136401,שיא כח אדם,2508,
2014,C0024136405,עבודה בלתי צמיתה,1260,
2014,C0024136410,שעות נוספות,94,
2014,C0024136601,שיא כח אדם,150978,
2014,C0024136605,עבודה בלתי צמיתה,5896,
2014,C0024136606,שעות נוספות,7548,
2014,C0024136609,כוננויות,6744,
2014,C0024136801,שיא כח אדם,8308,
2014,C0024136810,שעות נוספות,100,
2014,C0024137201,שיא כח אדם,4834,
2014,C0024137210,שעות נוספות,72,
2014,C0024138101,שיא כח אדם-,128630,
2014,C0024138105,עבודה בלתי צמיתה,11792,
2014,C0024138106,שעות נוספות,7548,
2014,C0024138109,כוננויות,6602,
2014,C0024138187,מרכז להתפתחות הילד -,2968,
2014,C0024138301,"שיא כ""א עובדים רפואים",826,
2014,C0024138501,שיא כח אדם,10614,
2014,C0024160110,תכנית ארצית למניעת,164201,
2014,C0024160143,השתתפות משרד החינוך,-1210,
2014,C0024160144,השתתפות משרד הקליטה,-1400,
2014,C0024160501,"שיא כ""א שיקום שכונות",2808,
2014,C0024162160,קניות - למכונים,6603,
2014,C0024164201,שיא כח אדם,3540,
2014,C0024165601,שיא כח אדם - לשכת,49200,
2014,C0024168501,שיא כח אדם,436,
2014,C0024192002,תמיכות והעברות לבתי,1348,
2014,C0024192003,תמיכה בבתי חולים,73334,
2014,C0024192004,תמיכה בבית חולים,58190,
2014,C0024192005,העברה מסעיף 24 לבתי,1239616,
2014,C0024193006,תמיכה באירגונים רפואיים,15952,
2014,C0024194801,רזרבה לתמיכה בקופות,810000,
2014,C0024195003,רזרבה להתייקרויות -,377200,
2014,C0024200201,רזרבה להשלמת עלות סל,1313422,
2014,C0024200303,השלמת עלות סל הבריאות,30767574,
2014,C0024200317,"תמיכה בקופו""ח בגין",480000,
2014,C0024200318,ייעודה לתמיכה בקופות,420000,
2014,C0024200801,הקצאת מחלות קשות לפי,2141120,
2014,C0024230102,השתתפות משרד הביטחון,-28000,
2014,C0024301099,רזרבה להתיקרויות שכר,114094,
2014,C0024302008,רזרבה להתיקרויות,19148,
2014,C0024302010,רזרבה לעמידה ביעד,203528,
2014,C0024311012,"הסכם מנמ""ש",228,
2014,C0024311035,תקני רכב על פי,2,
2014,C0025010201,פעולות לרווחת ניצולי,1140,
2014,C0025010203,"הוצאות מיכון, דואר",13768,
2014,C0025010212,השתתפות בהנהלת בתי,400,
2014,C0025020101,תגמולים לנכי רדיפות,3771022,
2014,C0025020102,תגמולים לנכי המלחמה,513054,
2014,C0025020104,שובר שירותים לזכאי חוק,40336,
2014,C0025020105,יישום חוק הטבות,55382,
2014,C0025020204,תשלום דמי נסיעות ורכב,5120,
2014,C0025020205,פטור ממכס ומס קניה לנכי,17622,
2014,C0025020212,החזר שכר למוד לילדי,1136,
2014,C0025020215,תמיכה בארגונים התומכים,200000,
2014,C0025020216,קרן למאושפזים בבתי,556,
2014,C0025030101,רזרבה לתגמולים,184810,
2014,C0025030103,רזרבה לעמידה ביעד,16912,
2014,C0025030104,עדכון שיטות שכר עידוד,192,
2014,C0026110205,השתתפות במנהל הדיור,23988,
2014,C0026110209,השתתפות במשרד האוצר -,1406,
2014,C0026120102,הוצאות מהשתתפות משרדי,6000,
2014,C0026120114,פעולות אשכול תכנון,4000,
2014,C0026120117,"מדען ראשי - סקרים,",1538,
2014,C0026120124,חיבור מחנות צהל לביוב,38476,
2014,C0026130108,תמיכות באזור יהודה,40000,
2014,C0026130111,פרויקט פינוי אסבסט,60000,
2014,C0026260101,רזרבה לעמידה במגבלה,10616,
2014,C0027120101,השלמת הכנסה למקבלי,3305756,
2014,C0027120102,הבטחת הכנסה,5574082,
2014,C0027120103,דמי חימום לקשישים,59772,
2014,C0027120104,מענקי לימודים על פי חוק,223984,
2014,C0027120105,מענקי לימוד למשפחות,183260,
2014,C0027120107,קצמבאות מזונות על פי,318780,
2014,C0027120108,חוק התגמולים לנפגעי,1021914,
2014,C0027120109,חוק אסירי ציון,69734,
2014,C0027120110,תגמולים לחסידי אומות,8966,
2014,C0027120204,הלוואות עומדות לרכישת,832814,
2014,C0027120205,"קצבאות זיקנה, שאירים",4593768,
2014,C0027120207,מימון הקמת מצבות,1992,
2014,C0027120208,מימון העברת נפטרים,598,
2014,C0027130102,השתתפות במשרד הבריאות,6380,
2014,C0027130104,"תשלום אגרה, הודעות",5994,
2014,C0027130105,הוצאות,49956,
2014,C0027130106,קרן לפיתוח שירותי,5994,
2014,C0027130107,השתתפות בסעיף גמלאות-,5994,
2014,C0029010227,השתתפות בלשכה המרכזית,700,
2014,C0029010230,השתתפות במינהל הרכב,2376,
2014,C0029040101,רזרבה לעמידה ביעד,2670,
2014,C0030110206,השתתפות חשמל במשרד,800,
2014,C0030120101,שכירות מקבצי דיור,779288,
2014,C0030120102,הוצאות הפעלה למקבצי,700,
2014,C0030120104,השתתפות במשרד השיכון,22400,
2014,C0030120105,השתתפות במשרד,200,
2014,C0030120108,יעודה לשכירות ארוכת,47000,
2014,C0030120201,וואוצ'רים ושכר לימוד,15000,
2014,C0030120202,קורסים ופעולות לקידום,12500,
2014,C0030120205,תשלומי פרט-אגרות מבחן,11200,
2014,C0030120206,עידוד העסקת אקדמאים,17634,
2014,C0030120210,קורסים ופעולות לעידוד,10000,
2014,C0030120211,פעולות לתכניות המרכז,7000,
2014,C0030120212,מלגות ושכר מדענים,28000,
2014,C0030120213,"תוכנית קמ""ע - עבור",180000,
2014,C0030120216,השתתפות במשרד,8778,
2014,C0030120217,השתתפות במשרד,22356,
2014,C0030120301,מלגות קיום לסטודנטים,20000,
2014,C0030120302,שכר לימוד לסטודנטים,110000,
2014,C0030120401,קליטה חברתית ברשויות,23820,
2014,C0030120402,תמיכה ברשויות מקומיות,3000,
2014,C0030120403,תמיכה בעמותות העוסקות,4000,
2014,C0030120407,תוכנית לחיזוק זהות,100,
2014,C0030120409,השתתפות בחינוך- שכר,18000,
2014,C0030120413,מרכזי צעירים לנגב,3200,
2014,C0030120416,תשלומים לועדה לאסירי,1080,
2014,C0030120418,השתתפות באחזקת,120,
2014,C0030120419,השתתפות במשרד לביטחון,310,
2014,C0030120503,השתלבות נוער עולה,840,
2014,C0030120504,התכנית הלאומית לילדים,9000,
2014,C0030120505,השתתתפות משרד הרווחה,-9000,
2014,C0030120601,תשלום עבור גני ילדים,9296,
2014,C0030120603,ציוד לבאים מאתיופיה,11000,
2014,C0030120604,הפרוייקט הלאומי של,12000,
2014,C0030120606,הפעלת מוקדי קליטה,23000,
